0;0,03125;0,0625;0,09375;0,125;0,15625;0,1875;0,21875;0,25;0,28125;0,3125;0,34375;0,375;0,40625;0,4375;0,46875;0,5;0,53125;0,5625;0,59375;0,625;0,65625;0,6875;0,71875;0,75;0,78125;0,8125;0,84375;0,875;0,90625;0,9375;0,96875
-0,92388;-0,980785;-1;-0,980785;-0,92388;-0,83147;-0,707107;-0,55557;-0,382683;-0,19509;-3,49E-16;0,19509;0,382683;0,55557;0,707107;0,83147;0,92388;0,980785;1;0,980785;0,92388;0,83147;0,707107;0,55557;0,382683;0,19509;3,59E-09;-0,19509;-0,382683;-0,55557;-0,707107;-0,83147
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,34107;1,75633;2,1071;2,37502;2,55257;2,63169;2,60978;2,48755;2,26973;1,96468;1,58413;1,14271;0,657372;0,146772;-0,369469;-0,871511;-1,34006;-1,75711;-2,10664;-2,37521;-2,55251;-2,63171;-2,60977;-2,48755;-2,26973;-1,96468;-1,58413;-1,14275;-0,657245;-0,147103;0,370117;0,870568
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-2,6372;-2,12079;-1,51965;-0,861881;-0,170237;0,527698;1,20542;1,83680;2,39760;2,86626;3,22478;3,45936;3,56101;3,52580;3,35510;3,05547;2,63842;2,11997;1,52006;0,861728;0,170282;-0,527708;-1,20542;-1,8368;-2,3976;-2,86627;-3,22475;-3,45946;-3,56073;-3,52643;-3,35403;-3,05681
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3,47645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
